index,timestamp,temp_h,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1,2023-05-15 18:15:12.597986,35.05950164794922,41.921531677246094,1000.989990234375,358.79697690353595,124.59427544299994,359.9047724954056,-12.206247329711914,-17.903892517089844,6.513917446136475,0.022789916023612022,-0.0004824517818633467,1.0149974822998047,-0.002460914198309183,-0.003568783402442932,-0.0021008551120758057
2,2023-05-15 18:15:12.805063,35.132240295410156,43.01426696777344,1000.9833984375,358.791001661951,124.60099634914323,359.90570608354756,-25.13266944885254,-36.59867477416992,13.601203918457031,0.022062579169869423,-0.0004824517818633467,1.01572847366333,0.0015198438195511699,-0.0007707700133323669,0.001137521117925644
3,2023-05-15 18:15:12.875451,35.07768249511719,42.683528900146484,1000.978271484375,358.7907845900014,124.62137763362655,359.90938511425117,-30.543567657470703,-44.64048767089844,16.69851303100586,0.022062579169869423,-0.0009649035637266934,1.0147536993026733,0.0006238056230358779,-0.0011008940637111664,0.002596057951450348
4,2023-05-15 18:15:12.941632,35.15042495727539,41.39948272705078,1000.976806640625,358.78587773941297,124.63680020077244,359.94224684855516,-32.72146224975586,-47.6370964050293,17.28412437438965,0.021335240453481674,-0.0004824517818633467,1.01572847366333,-0.001837065676227212,-0.0007774680852890015,0.0010633356869220734
5,2023-05-15 18:15:13.010018,35.132240295410156,41.953956604003906,1000.986083984375,358.7834170570428,124.64823393744304,359.9370164110847,-33.43580627441406,-48.89521408081055,17.21869659423828,0.023274807259440422,-0.0,1.0140225887298584,-0.0017270719399675727,-0.0009527876973152161,0.001333128660917282
6,2023-05-15 18:15:13.076164,35.132240295410156,41.953956604003906,1000.982666015625,358.77470600453006,124.65697657958066,359.93597532083453,-33.943992614746094,-49.5536994934082,17.911996841430664,0.022547468543052673,-0.0009649035637266934,1.0149974822998047,-0.0016537308692932129,0.00031557679176330566,0.0036131516098976135
7,2023-05-15 18:15:13.144810,35.07768249511719,41.97016906738281,1000.982421875,358.7696758903715,124.66948948614012,359.9330291614247,-34.172542572021484,-49.42857360839844,17.71544647216797,0.020123012363910675,-0.00024122589093167335,1.0174343585968018,0.0002518443507142365,0.0009596608579158783,-0.00042371079325675964
8,2023-05-15 18:15:13.214262,35.11405563354492,41.5,1000.984619140625,358.7701504817971,124.69708345038697,359.9331888637873,-34.377471923828125,-49.656410217285156,18.70810317993164,0.022547468543052673,-0.0007236776873469353,1.012073040008545,-0.0024070492945611477,0.00042544305324554443,0.0007891915738582611
9,2023-05-15 18:15:13.294583,35.11405563354492,40.68288040161133,1000.983154296875,358.7713473657274,124.72787394316539,359.9290303257895,-34.16213607788086,-49.54907989501953,18.375200271606445,0.022062579169869423,0.061426520347595215,1.0162159204483032,-0.0005605261540040374,-0.0002195313572883606,0.0028046779334545135
10,2023-05-15 18:15:13.365329,35.11405563354492,42.03501892089844,1000.9833984375,358.76840120631766,124.73563303806252,359.99641204126453,-34.04708480834961,-49.59333038330078,18.470441818237305,0.02303236350417137,-0.00024122589093167335,1.0159721374511719,-0.0011183636961504817,-0.0008354298770427704,-0.0015440396964550018
11,2023-05-15 18:15:13.440154,35.07768249511719,41.782100677490234,1000.97998046875,358.7684705754264,124.726412282683,0.05872475919447298,-33.94356918334961,-49.777984619140625,18.90890121459961,0.022305024787783623,-0.0014473553746938705,1.0154846906661987,-0.0007775902049615979,-0.0014248937368392944,0.0011196248233318329
12,2023-05-15 18:15:13.515410,35.11405563354492,41.973411560058594,1000.979248046875,358.76689354878005,124.71332564023326,0.04638362122046486,-33.52412033081055,-49.73101043701172,17.70088768005371,0.021577686071395874,-0.0012061294401064515,1.01572847366333,-0.0007120653172023594,-0.001966826617717743,0.002051934599876404
13,2023-05-15 18:15:13.581586,35.132240295410156,42.15823745727539,1000.9853515625,358.76604180284625,124.6880129591692,0.03541191282967116,-34.09284591674805,-49.960777282714844,18.228376388549805,0.021335240453481674,-0.00024122589093167335,1.0147536993026733,-0.00032606313470751047,-0.00010541081428527832,-0.0010403916239738464
14,2023-05-15 18:15:13.653352,35.09587097167969,42.20363235473633,1000.9794921875,358.7628418592201,124.69540322385114,0.024901685769942977,-34.354549407958984,-49.78711700439453,18.10993194580078,0.020850349217653275,-0.0007236776873469353,1.0149974822998047,-0.0011761446949094534,-0.0003989674150943756,-0.0007465071976184845
15,2023-05-15 18:15:13.724324,35.168609619140625,43.02723693847656,1000.97509765625,358.7633112212821,124.69914616751632,0.017172961535736577,-34.08433532714844,-49.92758560180664,18.637805938720703,0.020850349217653275,-0.0007236776873469353,1.0149974822998047,-0.00106489984318614,-0.0024847425520420074,0.0025309398770332336
16,2023-05-15 18:15:13.801508,35.04131317138672,42.16147994995117,1000.96923828125,358.7638440827591,124.70079907329546,0.0072840107173984675,-34.140037536621094,-49.967472076416016,17.814435958862305,0.021577686071395874,-0.00024122589093167335,1.0149974822998047,0.00018600077601149678,-0.0006339661777019501,0.0003727078437805176
17,2023-05-15 18:15:13.871859,35.04131317138672,42.16147994995117,1000.9697265625,358.76737529056,124.69724737492704,0.002685045788492696,-34.18461608886719,-49.92373275756836,18.178131103515625,0.021820131689310074,-0.0,1.01572847366333,-0.0009780141990631819,-0.0009217299520969391,0.0012146048247814178
