timestamp,temp_h,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2023-05-09 15:56:45.389992,36.823448181152344,30.601816177368164,1011.1494140625,358.7257209550198,126.17964431162994,357.35382570019544,-12.667960166931152,-17.824748992919922,6.055605888366699,0.023517252877354622,-0.048245180398225784,1.0130478143692017,-0.0005639137234538794,-0.0016265250742435455,-0.0007939375936985016
2023-05-09 15:56:45.592105,36.787078857421875,32.002593994140625,1011.1552734375,358.72186349896435,126.17793676433743,357.3501109310606,-26.10562515258789,-36.5626335144043,12.619060516357422,0.023274807259440422,-0.04607414826750755,1.0128040313720703,0.0018360830144956708,-0.001314658671617508,0.0007942542433738708
2023-05-09 15:56:45.672119,36.787078857421875,30.56290626525879,1011.153076171875,358.7172186501636,126.19312710505154,357.35459623091117,-31.70210075378418,-44.29200744628906,15.337241172790527,0.022305024787783623,-0.046797823160886765,1.0132914781570435,-0.0008820781949907541,-0.0009088367223739624,0.0025492049753665924
2023-05-09 15:56:45.751220,36.823448181152344,30.74124526977539,1011.150390625,358.7145590385338,126.20158287924401,357.3528863357412,-33.67600631713867,-47.629005432128906,16.498306274414062,0.022789916023612022,-0.047521501779556274,1.0130478143692017,-0.0017492962069809437,-0.002961035817861557,-0.00086231529712677
2023-05-09 15:56:45.845860,36.89618682861328,30.754215240478516,1011.15673828125,358.70745073259855,126.19309978429486,357.34691803106705,-34.643707275390625,-49.08951187133789,16.887792587280273,0.022789916023612022,-0.04655659571290016,1.0123167037963867,-0.0025751430075615644,0.00047697126865386963,-0.0008860379457473755
2023-05-09 15:56:45.924636,36.84163284301758,30.605058670043945,1011.15087890625,358.70218636429576,126.18457570821069,357.3424045566861,-34.98900604248047,-49.30316162109375,16.965518951416016,0.022305024787783623,-0.04728027433156967,1.0093923807144165,-0.0013001104816794395,0.0019370242953300476,8.261948823928833e-05
2023-05-09 15:56:46.009078,36.805259704589844,30.796369552612305,1011.153564453125,358.7078262862812,126.18905631230622,357.3430039057858,-35.36931228637695,-49.76225662231445,17.213869094848633,0.023517252877354622,-0.04728027433156967,1.013778805732727,0.0016738786362111568,0.0004729144275188446,-0.0017583221197128296
2023-05-09 15:56:46.085177,36.89618682861328,30.98767852783203,1011.153564453125,358.70319392392,126.18963004819649,357.347345344777,-35.66598129272461,-49.7673454284668,17.16058349609375,0.021820131689310074,-0.04535046964883804,1.0123167037963867,-0.0004633348435163498,-0.00019838660955429077,0.001290537416934967
2023-05-09 15:56:46.170400,36.91437530517578,30.68936538696289,1011.158447265625,358.7056525785778,126.20684212490492,357.3454083458171,-35.372215270996094,-49.676334381103516,17.23027229309082,0.02303236350417137,-0.04535046964883804,1.0135352611541748,-0.0012995379511266947,0.0028120577335357666,-0.0020023807883262634
2023-05-09 15:56:46.240420,36.805259704589844,30.708820343017578,1011.1728515625,358.7068927915207,126.20145993583895,357.3495292977641,-35.12460708618164,-49.43571853637695,17.299976348876953,0.023274807259440422,-0.04655659571290016,1.0128040313720703,-0.00033305701799690723,-0.0005515851080417633,-0.0014303401112556458
2023-05-09 15:56:46.326770,36.805259704589844,30.977951049804688,1011.173095703125,358.7089655404904,126.20264838875454,357.34646553103454,-35.37276077270508,-49.50181579589844,17.105710983276367,0.02424459159374237,-0.04607414826750755,1.0130478143692017,-0.0018329916056245565,-0.0005846507847309113,-0.0004858151078224182
2023-05-09 15:56:46.407630,36.805259704589844,30.86446189880371,1011.18310546875,358.70739352976426,126.21185548375571,357.3485286750507,-35.291343688964844,-49.603302001953125,16.313352584838867,0.022547468543052673,-0.04631537199020386,1.0123167037963867,-0.0012162867933511734,-0.00029581785202026367,0.0004222877323627472
2023-05-09 15:56:46.492327,36.87800216674805,31.03307342529297,1011.181640625,358.71172888561824,126.19954748287135,357.34620555695926,-34.953800201416016,-49.70195388793945,16.1357479095459,0.02400214597582817,-0.04631537199020386,1.0096360445022583,-0.0005865967832505703,0.0012255758047103882,0.00041883066296577454
2023-05-09 15:56:46.590835,36.805259704589844,31.221141815185547,1011.195556640625,358.7091796242322,126.1739615942405,357.34825952290873,-34.91183853149414,-49.564212799072266,16.634496688842773,0.023274807259440422,-0.04703905060887337,1.0118293762207031,-0.0012035865802317858,0.001200161874294281,0.0010366402566432953
2023-05-09 15:56:46.669959,36.84163284301758,31.39948081970215,1011.193115234375,358.7132740024745,126.15945427244338,357.3451400474487,-35.1346435546875,-49.881099700927734,16.657958984375,0.022547468543052673,-0.04631537199020386,1.0132914781570435,-0.0002539868000894785,0.00025061890482902527,-0.002294819802045822
2023-05-09 15:56:46.747954,36.85981750488281,31.25356674194336,1011.192138671875,358.71549915004005,126.13669608212889,357.3479636903403,-35.081260681152344,-49.920135498046875,17.149106979370117,0.02303236350417137,-0.04607414826750755,1.0123167037963867,-0.0014735250733792782,-0.001232236623764038,-0.0013083480298519135
